Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_neo	tree_length
0	-1040.512	-1228.389	187.8768	1.11731	0.5457656	2.285453
6	-1040.066	-1227.713	187.6465	1.151384	1.086457	1.993482
12	-1030.109	-1218.512	188.4027	1.450254	1.540013	0.8597376
18	-1030.921	-1219.501	188.5797	1.65808	0.7753253	1.173717
24	-1031.715	-1220.854	189.1392	1.65808	0.5906224	0.8629986
30	-1028.743	-1217.59	188.847	1.492158	0.7660678	1.09304
36	-1029.493	-1218.035	188.5413	1.492158	1.05534	1.087374
42	-1033.872	-1222.007	188.135	1.3248	1.433755	1.303861
48	-1023.655	-1212.316	188.6604	1.235771	0.7909249	1.436079
54	-1026.658	-1215.153	188.4947	1.237523	0.867028	1.494056
60	-1037.427	-1225.504	188.0777	1.211578	1.339229	1.494056
66	-1027.081	-1215.884	188.8027	1.451423	0.8185435	1.113779
72	-1031.099	-1219.913	188.8139	1.374008	1.035694	0.954483
78	-1037.773	-1226.485	188.7123	1.352951	1.035694	1.075543
84	-1043.895	-1232.922	189.0273	1.589079	0.7207517	0.866653
90	-1030.687	-1219.946	189.2591	1.611857	0.5087464	0.9233592
96	-1040.907	-1230.053	189.1462	1.734409	0.5073507	0.9153315
102	-1049.61	-1237.537	187.9272	1.060663	1.30309	1.733853
108	-1044.243	-1232.242	187.999	1.045255	0.7937452	2.034483
114	-1039.321	-1228.133	188.8127	1.34329	0.7160684	1.304114
120	-1040.291	-1227.664	187.3732	0.9673579	0.6821239	2.573881
126	-1039.548	-1227.666	188.1185	0.9182056	1.352614	1.670987
132	-1049.046	-1237.778	188.7315	1.159777	1.068654	1.202426
138	-1049.245	-1238.019	188.7735	1.27942	0.8383437	1.26768
144	-1045.943	-1233.49	187.5461	0.9440664	0.9524012	2.280772
150	-1058.318	-1245.782	187.4634	1.026722	0.9524012	2.280772
156	-1060.066	-1247.569	187.5023	0.8201537	0.7385135	2.540015
162	-1051.219	-1239.341	188.1223	1.190602	1.326919	1.48375
168	-1050.984	-1239.398	188.4141	1.310941	1.326919	1.150477
174	-1040.463	-1229.884	189.421	1.50189	0.3357428	1.183304
180	-1035.557	-1224.801	189.2444	1.759286	0.3261043	1.130696
186	-1040.61	-1229.734	189.124	1.798158	0.5202498	0.842809
192	-1042.526	-1231.723	189.1966	1.788877	0.3273576	1.144547
198	-1045.702	-1234.441	188.7392	1.974358	0.3146623	1.392814
204	-1047.021	-1235.92	188.8988	1.974358	0.6418916	0.6353795
210	-1054.375	-1242.457	188.0821	1.0869	0.769859	1.970458
